valor,criptomoeda,moeda,timestamp
111767.655,BTC,USD,2025-09-28T22:30:02.026709Z
111919.41,BTC,USD,2025-09-28T22:45:02.397611Z
111963.675,BTC,USD,2025-09-28T23:00:01.641902Z
112156.455,BTC,USD,2025-09-28T23:15:02.252988Z
112141.565,BTC,USD,2025-09-28T23:30:01.744875Z
112276.775,BTC,USD,2025-09-28T23:45:02.680137Z
112202.755,BTC,USD,2025-09-29T00:00:02.268761Z
